Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU85085,Salman Hashmi,51.0,9.0,6.0,5.0,19.0,Fail,High Risk
STU18814,Huma Bajwa,62.0,14.0,14.0,19.0,20.0,Pass,Medium Risk
STU87977,Imran Malik,76.0,13.0,16.0,30.0,27.0,Pass,Low Risk
STU86124,Jawad Ansari,61.0,12.0,15.0,21.0,15.0,Pass,Medium Risk
STU00762,Eman Marwat,68.0,16.0,15.0,14.0,29.0,Pass,Low Risk
STU77350,Sobia Javed,66.0,17.0,15.0,19.0,28.0,Pass,Low Risk
STU59977,Bilal Pervez,73.0,11.0,11.0,17.0,14.0,Fail,Medium Risk
STU14740,Mehak Ghori,94.0,16.0,17.0,20.0,27.0,Pass,Low Risk
STU92075,Hira Orakzai,76.0,20.0,16.0,22.0,28.0,Pass,Low Risk
STU20470,Fawad Junejo,50.0,20.0,18.0,28.0,30.0,Pass,Low Risk
STU36906,Rimsha Javed,93.0,20.0,14.0,30.0,30.0,Pass,Low Risk
STU77376,Unknown Student,89.0,20.0,20.0,22.0,29.0,Pass,Low Risk
STU11863,Jawad Ghori,65.0,16.0,13.0,22.0,21.0,Pass,Low Risk
STU38631,Salman Butt,87.0,15.0,20.0,21.0,23.0,Pass,Low Risk
STU63280,Iram Tanveer,92.0,17.0,15.0,30.0,30.0,Pass,Low Risk
STU_94206,Haris Iqbal,58.0,8.0,9.0,10.0,18.0,Fail,High Risk
STU07238,Sara Qureshi,52.0,17.0,8.0,19.0,21.0,Pass,Medium Risk
STU75155,Hina Cheema,91.0,8.0,7.0,14.0,9.0,Fail,Medium Risk
STU-82238,Usman Leghari,76.0,6.0,14.0,13.0,14.0,Fail,Medium Risk
STU54855,Arslan Farooq,69.0,6.0,11.0,23.0,22.0,Fail,Medium Risk
STU51782,Jawad Gill,62.0,12.0,9.0,22.0,17.0,Pass,Medium Risk
STU13077,Mehak Rana,98.0,14.0,13.0,16.0,20.0,Pass,Low Risk
STU50802,Nimra Warraich,82.0,16.0,12.0,20.0,22.0,Pass,Low Risk
STU88129,Fajar Talpur,67.0,14.0,14.0,22.0,17.0,Pass,Medium Risk
STU27642,Warda Kiani,75.0,15.0,17.0,25.0,22.0,Pass,Low Risk
STU52577,Sadia Yousaf,100.0,19.0,12.0,21.0,21.0,Pass,Low Risk
STU56524,Jawad Qazi,52.0,14.0,16.0,27.0,17.0,Fail,Low Risk
STU21257,Palwasha Farooq,56.0,9.0,10.0,18.0,15.0,Fail,Medium Risk
STU42170,Hina Rashid,82.0,20.0,15.0,30.0,27.0,Pass,Low Risk
STU66293,Haris Effendi,92.0,17.0,16.0,26.0,26.0,Pass,Low Risk
STU69275,Mehak Orakzai,52.0,3.0,7.0,14.0,21.0,Fail,High Risk
STU74759,Palwasha Rashid,53.0,16.0,18.0,24.0,29.0,Pass,Low Risk
STU52588,Sehar Ghori,88.0,15.0,14.0,25.0,26.0,Pass,Low Risk
STU54932,Bilal Bajwa,73.0,11.0,16.0,22.0,19.0,Pass,Medium Risk
STU29359,Amina Lodhi,87.0,8.0,5.0,8.0,11.0,Fail,High Risk
STU56574,Dua Bajwa,68.0,13.0,13.0,21.0,24.0,Pass,Medium Risk
STU24583,Owais Malik,62.0,19.0,16.0,29.0,26.0,Fail,Low Risk
STU78577,Kamran Abbasi,98.0,20.0,15.0,28.0,30.0,Pass,Low Risk
STU31697,Adnan Sheikh,49.0,8.0,3.0,10.0,13.0,Fail,High Risk
STU61946,Asad Pervez,64.0,12.0,11.0,9.0,11.0,Fail,High Risk
STU72822,Daniyal Mahmood,100.0,16.0,14.0,23.0,26.0,Pass,Low Risk
STU80976,Salman Junejo,100.0,20.0,18.0,27.0,24.0,Pass,Low Risk
STU06383,Huma Orakzai,70.0,10.0,15.0,18.0,20.0,Pass,Medium Risk
STU58491,Kinza Rind,87.0,19.0,15.0,27.0,20.0,Pass,Low Risk
STU71557,Sohail Abbasi,68.0,20.0,13.0,22.0,25.0,Pass,Low Risk
STU42393,Sara Ghori,91.0,20.0,20.0,28.0,30.0,Pass,Low Risk
STU23471,Rukhsar Hameed,87.0,18.0,18.0,25.0,30.0,Pass,Low Risk
STU02868,Farhan Waheed,58.0,14.0,12.0,13.0,14.0,Fail,Medium Risk
STU92096,Anum Ahmed,71.0,12.0,15.0,18.0,25.0,Pass,Medium Risk
STU63879,Anas Mirza,76.0,13.0,14.0,24.0,23.0,Pass,Low Risk
STU53983,Quratulain Sheikh,76.0,17.0,18.0,30.0,30.0,Pass,Low Risk
STU89280,Zeeshan Gill,94.0,18.0,20.0,26.0,26.0,Pass,Low Risk
STU86127,Asif Rashid,78.0,3.0,18.0,30.0,4.0,Pass,Medium Risk
STU25874,Yasir Qazi,91.0,6.0,9.0,5.0,8.0,Fail,High Risk
STU59812,Zara Rind,57.0,15.0,16.0,18.0,21.0,Pass,Medium Risk
STU78556,Mohsin Yousaf,86.0,15.0,13.0,21.0,28.0,Pass,Low Risk
STU17659,Iqra Baig,91.0,17.0,20.0,25.0,22.0,Pass,Low Risk
STU31883,Sami Bajwa,84.0,19.0,20.0,25.0,24.0,Pass,Low Risk
STU63155,Hira Javed,78.0,12.0,20.0,26.0,24.0,Pass,Low Risk
STU09690,Rizwan Abbasi,40.0,8.0,15.0,9.0,13.0,Pass,High Risk
STU17231,Alishba Qureshi,84.0,15.0,11.0,15.0,18.0,Pass,Medium Risk
STU97828,Owais Chandio,73.0,10.0,10.0,17.0,23.0,Pass,Medium Risk
STU65475,Noman Niazi,100.0,5.0,4.0,14.0,2.0,Fail,High Risk
STU73696,Aamir Iqbal,40.0,13.0,12.0,22.0,17.0,Pass,Medium Risk
STU07556,Shoaib Butt,74.0,13.0,13.0,22.0,15.0,Pass,Medium Risk
STU70213,Mariam Yousaf,65.0,15.0,18.0,21.0,23.0,Pass,Low Risk
STU20442,Kinza Sheikh,65.0,14.0,12.0,22.0,26.0,Pass,Low Risk
STU55669,Aamir Iqbal,51.0,15.0,19.0,23.0,22.0,Pass,Low Risk
STU54435,Haris Farooq,100.0,20.0,17.0,24.0,30.0,Pass,Low Risk
STU67029,Ehsan Pasha,55.0,15.0,10.0,15.0,9.0,Fail,Medium Risk
STU72548,Javeria Raza,88.0,17.0,20.0,27.0,30.0,Pass,Low Risk
STU49318,Nida Qureshi,80.0,12.0,10.0,15.0,20.0,Pass,Medium Risk
STU65371,Basit Karim,92.0,13.0,8.0,16.0,18.0,Pass,Medium Risk
STU04144,Hira Bajwa,59.0,17.0,12.0,19.0,18.0,Pass,Medium Risk
STU85626,Zainab Kiani,59.0,5.0,6.0,9.0,8.0,Fail,High Risk
STU52011,Ayesha Cheema,61.0,20.0,18.0,27.0,22.0,Pass,Low Risk
STU77124,Anum Yousaf,45.0,11.0,4.0,13.0,18.0,Fail,High Risk
STU42463,Rida Farooq,67.0,13.0,15.0,17.0,17.0,Pass,Medium Risk
STU84547,Rukhsar Abbasi,40.0,5.0,8.0,6.0,7.0,Fail,High Risk
STU55782,Jawad Sheikh,97.0,19.0,12.0,20.0,23.0,Pass,Low Risk
STU88131,Rabia Soomro,70.0,10.0,16.0,16.0,22.0,Pass,Medium Risk
STU88880,Yumna Pasha,47.0,8.0,11.0,15.0,17.0,Fail,High Risk
STU08863,Faisal Mirza,89.0,14.0,20.0,30.0,20.0,Pass,Low Risk
STU64568,Zoya Iqbal,67.0,18.0,20.0,25.0,26.0,Pass,Low Risk
STU22931,Waqar Lodhi,99.0,20.0,20.0,29.0,30.0,Pass,Low Risk
STU13119,Unknown Student,81.0,15.0,19.0,29.0,30.0,Pass,Low Risk
STU22814,Sobia Gill,45.0,13.0,13.0,19.0,20.0,Pass,Medium Risk
STU50899,Naveed Niazi,70.0,17.0,14.0,22.0,24.0,Pass,Low Risk
STU93434,Momina Rashid,86.0,16.0,20.0,26.0,30.0,Pass,Low Risk
STU81384,Noman Leghari,63.0,10.0,5.0,14.0,7.0,Fail,High Risk
STU87290,Anum Ghori,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU96607,Uzma Hussain,77.0,12.0,14.0,24.0,23.0,Pass,Low Risk
STU13294,Basit Jafri,55.0,8.0,8.0,10.0,13.0,Fail,High Risk
STU23136,Ibrahim Rana,61.0,11.0,14.0,22.0,23.0,Pass,Medium Risk
STU07406,Sohail Baig,75.0,16.0,17.0,25.0,25.0,Pass,Low Risk
STU02836,Mishal Khan,63.0,14.0,11.0,10.0,16.0,Fail,Medium Risk
STU23172,Mahnoor Karim,80.0,13.0,13.0,24.0,27.0,Pass,Low Risk
STU08688,Rabia Niazi,89.0,18.0,9.0,19.0,20.0,Pass,Low Risk
STU50846,Dua Soomro,100.0,20.0,18.0,23.0,29.0,Fail,Low Risk
STU75691,Sehar Niazi,83.0,16.0,15.0,18.0,19.0,Pass,Low Risk
STU97666,Shahzad Niazi,80.0,16.0,16.0,18.0,20.0,Pass,Low Risk
STU35106,Tahira Chandio,77.0,15.0,17.0,23.0,26.0,Pass,Low Risk
STU44019,Bisma Siddiqui,50.0,7.0,10.0,17.0,11.0,Pass,High Risk
STU58131,Tariq Talpur,50.0,17.0,16.0,12.0,21.0,Pass,Medium Risk
STU77532,Mahnoor Gill,70.0,9.0,13.0,14.0,17.0,Fail,Medium Risk
STU02032,Daniyal Durrani,61.0,14.0,15.0,22.0,21.0,Pass,Medium Risk
STU23494,Hamid Ghori,64.0,10.0,15.0,22.0,26.0,Pass,Medium Risk
STU39753,Ali Effendi,59.0,15.0,11.0,11.0,20.0,Fail,Medium Risk
STU63218,Talha Junejo,76.0,13.0,13.0,14.0,16.0,Fail,Medium Risk
STU81275,Zainab Raza,70.0,8.0,10.0,25.0,15.0,Pass,Medium Risk
STU29872,Hira Rind,69.0,12.0,15.0,27.0,24.0,Pass,Low Risk
STU49996,Tariq Cheema,95.0,15.0,20.0,29.0,30.0,Pass,Low Risk
STU89158,Zoya Yousaf,63.0,20.0,19.0,25.0,24.0,Pass,Low Risk
STU30797,Fajar Hashmi,74.0,20.0,14.0,22.0,25.0,Pass,Low Risk
STU66510,Farah Siddiqui,97.0,14.0,17.0,22.0,22.0,Pass,Low Risk
STU50944,Wajeeha Qazi,91.0,3.0,5.0,9.0,5.0,Fail,High Risk
STU23344,Farhan Cheema,83.0,19.0,17.0,26.0,25.0,Pass,Low Risk
STU77765,Kamran Yousaf,74.0,15.0,15.0,26.0,23.0,Pass,Low Risk
STU32427,Zain Hussain,42.0,12.0,16.0,20.0,27.0,Pass,Medium Risk
STU88603,Huma Pasha,69.0,18.0,16.0,13.0,25.0,Pass,Low Risk
STU66048,Bushra Yousafzai,98.0,18.0,17.0,21.0,23.0,Pass,Low Risk
STU79767,Ibrahim Pasha,100.0,18.0,17.0,30.0,30.0,Pass,Low Risk
STU70187,Asif Jafri,83.0,17.0,11.0,29.0,26.0,Pass,Low Risk
STU17566,Laiba Waheed,61.0,16.0,13.0,22.0,24.0,Pass,Low Risk
STU36873,Bilal Orakzai,62.0,18.0,14.0,23.0,19.0,Pass,Low Risk
STU30180,Sami Rind,45.0,7.0,8.0,15.0,12.0,Fail,High Risk
STU66328,Zainab Ali,66.0,19.0,17.0,20.0,22.0,Pass,Low Risk
STU58857,Khadija Awan,98.0,20.0,16.0,29.0,29.0,Pass,Low Risk
STU36630,Usman Junejo,51.0,12.0,12.0,18.0,12.0,Fail,Medium Risk
STU23365,Mishal Jafri,87.0,16.0,17.0,25.0,30.0,Pass,Low Risk
STU08904,Quratulain Effendi,75.0,16.0,15.0,14.0,26.0,Pass,Low Risk
STU98472,Ayesha Durrani,84.0,18.0,18.0,28.0,22.0,Pass,Low Risk
STU74551,Hamza Farooq,64.0,16.0,12.0,20.0,16.0,Pass,Medium Risk
STU88672,Abdullah Chandio,88.0,14.0,11.0,22.0,13.0,Pass,Medium Risk
STU93576,Rukhsar Farooq,55.0,14.0,10.0,15.0,13.0,Fail,Medium Risk
STU07062,Mohsin Malik,74.0,13.0,13.0,15.0,20.0,Pass,Medium Risk
STU87753,Gulnaz Awan,78.0,20.0,15.0,22.0,28.0,Pass,Low Risk
STU78481,Sobia Waheed,100.0,14.0,16.0,22.0,24.0,Pass,Low Risk
STU88566,Zara Cheema,81.0,14.0,12.0,21.0,15.0,Pass,Medium Risk
STU78164,Rida Iqbal,75.0,13.0,17.0,26.0,25.0,Pass,Low Risk
STU52278,Rida Ansari,61.0,14.0,8.0,22.0,16.0,Pass,Medium Risk
STU34752,Unknown Student,48.0,11.0,13.0,15.0,20.0,Pass,Medium Risk
STU76530,Bilal Yousaf,84.0,15.0,12.0,18.0,20.0,Pass,Low Risk
STU66131,Rimsha Siddiqui,100.0,16.0,20.0,30.0,30.0,Pass,Low Risk
STU30986,Rukhsar Rana,56.0,12.0,20.0,14.0,22.0,Pass,Medium Risk
STU98698,Naveed Dar,91.0,14.0,15.0,27.0,21.0,Pass,Low Risk
STU98122,Javeria Dar,77.0,15.0,13.0,30.0,22.0,Pass,Low Risk
STU04465,Wasi Ali,89.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU88501,Naveed Bajwa,73.0,14.0,15.0,10.0,10.0,Fail,Medium Risk
STU77752,Daniyal Rind,79.0,19.0,13.0,30.0,25.0,Pass,Low Risk
STU41190,Sami Nawaz,45.0,8.0,7.0,13.0,11.0,Fail,High Risk
STU45882,Zainab Qazi,75.0,8.0,6.0,15.0,16.0,Fail,Medium Risk
STU78525,Tahira Khan,84.0,18.0,19.0,24.0,30.0,Pass,Low Risk
STU16737,Amber Iqbal,100.0,16.0,16.0,25.0,19.0,Pass,Low Risk
STU98495,Amber Yousaf,78.0,19.0,12.0,23.0,26.0,Pass,Low Risk
STU_99173,Amina Warraich,54.0,10.0,5.0,17.0,13.0,Fail,High Risk
STU31509,Mariam Pervez,75.0,20.0,15.0,28.0,22.0,Pass,Low Risk
STU82000,Raheel Jafri,67.0,14.0,14.0,22.0,23.0,Pass,Low Risk
STU43208,Amber Rashid,79.0,16.0,17.0,20.0,20.0,Pass,Low Risk
STU03155,Yousuf Malik,70.0,19.0,19.0,30.0,22.0,Pass,Low Risk
STU77693,Imran Hameed,75.0,14.0,18.0,22.0,29.0,Pass,Low Risk
STU35111,Ahmed Pasha,68.0,14.0,20.0,21.0,25.0,Pass,Low Risk
STU-22737,Zoya Niazi,72.0,17.0,13.0,27.0,26.0,Pass,Low Risk
STU41661,Momina Ghori,100.0,19.0,16.0,30.0,29.0,Pass,Low Risk
STU73147,Lubna Hussain,76.0,16.0,16.0,23.0,24.0,Pass,Low Risk
STU62632,Hina Waheed,85.0,5.0,10.0,15.0,11.0,Fail,Medium Risk
STU44103,Zain Bhatti,58.0,15.0,15.0,22.0,28.0,Pass,Low Risk
STU34352,Sara Sabir,83.0,15.0,19.0,29.0,22.0,Pass,Low Risk
STU80264,Haris Tanveer,56.0,12.0,12.0,17.0,19.0,Pass,Medium Risk
STU39622,Kinza Nawaz,75.0,18.0,15.0,30.0,30.0,Pass,Low Risk
STU05851,Talha Javed,82.0,12.0,16.0,25.0,22.0,Pass,Low Risk
STU84765,Shoaib Iqbal,76.0,12.0,14.0,19.0,14.0,Pass,Medium Risk
STU68680,Rabia Warraich,56.0,11.0,11.0,11.0,13.0,Fail,High Risk
STU47002,Hamid Rana,84.0,13.0,12.0,23.0,18.0,Pass,Low Risk
STU68840,Rukhsar Tanveer,66.0,11.0,15.0,15.0,20.0,Fail,Medium Risk
STU53788,Salman Niazi,99.0,20.0,17.0,30.0,27.0,Pass,Low Risk
STU74286,Junaid Khan,71.0,14.0,12.0,25.0,19.0,Pass,Low Risk
STU17914,Maria Lodhi,94.0,20.0,19.0,30.0,30.0,Pass,Low Risk
STU62121,Khadija Rind,70.0,11.0,17.0,21.0,29.0,Pass,Low Risk
STU03790,Fahad Talpur,90.0,18.0,17.0,29.0,22.0,Pass,Low Risk
STU97983,Bisma Rashid,94.0,20.0,20.0,18.0,20.0,Pass,Low Risk
STU03521,Farhan Soomro,74.0,17.0,15.0,26.0,22.0,Pass,Low Risk
STU55314,Palwasha Durrani,85.0,17.0,13.0,28.0,30.0,Pass,Low Risk
STU16118,Zara Nawaz,95.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU01625,Arslan Mahmood,100.0,20.0,20.0,30.0,25.0,Pass,Low Risk
STU59523,Unknown Student,75.0,20.0,20.0,29.0,30.0,Pass,Low Risk
STU97702,Fatima Jafri,69.0,15.0,10.0,11.0,18.0,Pass,Medium Risk
STU24194,Wasi Rind,68.0,15.0,14.0,14.0,20.0,Pass,Medium Risk
STU00473,Owais Ansari,75.0,20.0,15.0,28.0,25.0,Pass,Low Risk
STU02194,Laiba Iqbal,92.0,17.0,16.0,30.0,22.0,Pass,Low Risk
STU04379,Danish Yousafzai,71.0,20.0,20.0,29.0,25.0,Pass,Low Risk
STU14750,Dua Dar,86.0,19.0,17.0,28.0,21.0,Pass,Low Risk
STU01173,Shahzad Niazi,72.0,18.0,14.0,14.0,23.0,Pass,Medium Risk
STU07718,Unknown Student,40.0,12.0,7.0,15.0,7.0,Fail,High Risk
STU51307,Wajeeha Sheikh,84.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU47318,Fiza Chandio,78.0,12.0,11.0,15.0,14.0,Pass,Medium Risk
STU16036,Mariam Sheikh,90.0,18.0,20.0,30.0,29.0,Pass,Low Risk
STU93559,Alishba Durrani,56.0,15.0,20.0,22.0,22.0,Pass,Low Risk
STU88267,Nida Butt,63.0,13.0,12.0,25.0,18.0,Pass,Medium Risk
STU07815,Bisma Iqbal,64.0,10.0,8.0,18.0,13.0,Pass,Medium Risk
STU48403,Haris Sheikh,75.0,18.0,18.0,30.0,30.0,Pass,Low Risk
STU17623,Laiba Hussain,75.0,10.0,15.0,25.0,23.0,Pass,Low Risk
STU68518,Noor Lodhi,68.0,15.0,17.0,26.0,20.0,Pass,Low Risk
STU83188,Uzma Baig,78.0,15.0,15.0,18.0,21.0,Pass,Low Risk
STU65387,Amal Siddiqui,87.0,13.0,14.0,28.0,22.0,Pass,Low Risk
STU15706,Rabia Chaudhry,64.0,10.0,9.0,21.0,13.0,Pass,Medium Risk
STU05914,Tahira Lodhi,59.0,15.0,17.0,19.0,18.0,Pass,Medium Risk
STU21751,Farhan Jafri,66.0,15.0,15.0,25.0,25.0,Pass,Low Risk
STU18319,Bilal Yousaf,100.0,19.0,19.0,26.0,22.0,Pass,Low Risk
STU09059,Ibrahim Pervez,73.0,19.0,15.0,19.0,19.0,Pass,Low Risk
STU11605,Basit Karim,78.0,15.0,17.0,20.0,29.0,Pass,Low Risk
STU13011,Adeel Nawaz,87.0,18.0,20.0,26.0,29.0,Pass,Low Risk
STU39382,Shahzad Marwat,62.0,13.0,13.0,23.0,21.0,Pass,Medium Risk
STU46123,Iqra Junejo,71.0,13.0,11.0,12.0,20.0,Fail,Medium Risk
STU49719,Farhan Effendi,75.0,19.0,20.0,26.0,30.0,Pass,Low Risk
STU09914,Zain Ali,72.0,14.0,17.0,27.0,25.0,Pass,Low Risk
STU96774,Naveed Yousaf,90.0,15.0,18.0,26.0,22.0,Pass,Low Risk
STU16279,Tahira Ansari,74.0,16.0,17.0,30.0,30.0,Pass,Low Risk
STU21092,Omar Kiani,80.0,8.0,9.0,14.0,13.0,Fail,Medium Risk
STU44720,Fiza Chaudhry,54.0,9.0,6.0,13.0,14.0,Fail,High Risk
STU04450,Yasir Rind,85.0,17.0,17.0,17.0,22.0,Pass,Low Risk
STU65737,Hamza Mahmood,75.0,12.0,17.0,16.0,18.0,Pass,Medium Risk
STU99171,Junaid Khan,69.0,11.0,14.0,18.0,18.0,Fail,Medium Risk
STU71256,Adeel Orakzai,64.0,17.0,17.0,22.0,20.0,Pass,Low Risk
STU76292,Sadia Rashid,71.0,20.0,14.0,28.0,24.0,Pass,Low Risk
STU78662,Saad Rana,83.0,17.0,18.0,17.0,22.0,Pass,Low Risk
STU73837,Palwasha Farooq,72.0,18.0,14.0,26.0,27.0,Pass,Low Risk
STU87058,Ayesha Saeed,61.0,15.0,14.0,24.0,27.0,Pass,Low Risk
STU20181,Bilal Orakzai,91.0,11.0,12.0,19.0,20.0,Pass,Medium Risk
STU86896,Farhan Abbasi,76.0,13.0,11.0,19.0,17.0,Pass,Medium Risk
STU28196,Ayesha Siddiqui,82.0,15.0,16.0,20.0,28.0,Fail,Low Risk
STU23683,Wajeeha Nawaz,100.0,16.0,20.0,30.0,27.0,Pass,Low Risk
STU15682,Tahira Junejo,56.0,10.0,19.0,16.0,15.0,Pass,Medium Risk
STU45266,Owais Iqbal,53.0,14.0,14.0,20.0,15.0,Pass,Medium Risk
STU46999,Bisma Niazi,73.0,13.0,13.0,18.0,21.0,Pass,Medium Risk
STU73658,Zain Farooq,88.0,16.0,13.0,19.0,19.0,Pass,Low Risk
STU20717,Usman Effendi,68.0,20.0,19.0,23.0,22.0,Fail,Low Risk
STU93197,Bilal Nawaz,41.0,14.0,19.0,30.0,27.0,Pass,Low Risk
STU67889,Iqra Sheikh,64.0,16.0,13.0,20.0,22.0,Pass,Medium Risk
STU43371,Aiman Junejo,81.0,15.0,14.0,22.0,21.0,Pass,Low Risk
STU92658,Laiba Bhatti,96.0,15.0,20.0,22.0,23.0,Pass,Low Risk
STU33393,Hina Khan,58.0,4.0,11.0,11.0,15.0,Fail,High Risk
STU46263,Yasir Sheikh,87.0,18.0,18.0,22.0,24.0,Pass,Low Risk
STU78615,Luqman Durrani,58.0,13.0,15.0,18.0,19.0,Pass,Medium Risk
STU44763,Iram Effendi,73.0,9.0,13.0,18.0,14.0,Fail,Medium Risk
STU36415,Areeba Chandio,82.0,20.0,19.0,25.0,29.0,Pass,Low Risk
STU02644,Adeel Rashid,82.0,12.0,15.0,20.0,19.0,Pass,Medium Risk
STU_28951,Aamir Orakzai,88.0,17.0,20.0,23.0,26.0,Pass,Low Risk
STU43205,Saba Kiani,81.0,13.0,13.0,20.0,20.0,Fail,Medium Risk
STU81607,Maria Niazi,57.0,19.0,15.0,17.0,15.0,Pass,Medium Risk
STU47947,Ayesha Saeed,76.0,19.0,16.0,16.0,25.0,Pass,Low Risk
STU42040,Mahnoor Awan,58.0,13.0,12.0,19.0,22.0,Pass,Medium Risk
STU40884,Zara Qazi,65.0,12.0,16.0,20.0,27.0,Pass,Low Risk
STU87726,Haris Junejo,52.0,7.0,10.0,7.0,10.0,Fail,High Risk
STU07830,Sehar Qureshi,59.0,7.0,11.0,14.0,21.0,Fail,Medium Risk
STU37566,Unknown Student,56.0,16.0,13.0,18.0,23.0,Pass,Medium Risk
STU12075,Nasir Bajwa,58.0,13.0,15.0,20.0,25.0,Pass,Medium Risk
STU65390,Rashid Gill,75.0,17.0,16.0,24.0,24.0,Pass,Low Risk
STU40701,Zain Iqbal,80.0,17.0,11.0,23.0,23.0,Pass,Low Risk
STU70355,Nida Rashid,48.0,10.0,8.0,22.0,7.0,Fail,High Risk
STU80266,Ahmed Hashmi,79.0,14.0,14.0,19.0,18.0,Pass,Medium Risk
STU94428,Junaid Waheed,70.0,15.0,11.0,15.0,15.0,Pass,Medium Risk
STU96669,Gulnaz Yousafzai,90.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU98850,Saad Bajwa,60.0,17.0,10.0,22.0,16.0,Pass,Medium Risk
STU46712,Ehsan Chaudhry,74.0,15.0,12.0,18.0,15.0,Pass,Medium Risk
STU64455,Mariam Bhatti,57.0,10.0,12.0,14.0,21.0,Fail,Medium Risk
STU19399,Aamir Saeed,68.0,12.0,14.0,23.0,19.0,Pass,Medium Risk
STU57881,Raheel Sheikh,74.0,18.0,14.0,25.0,21.0,Pass,Low Risk
STU70494,Adnan Bhatti,55.0,9.0,8.0,16.0,22.0,Pass,Medium Risk
STU92381,Mishal Baig,73.0,12.0,11.0,17.0,16.0,Fail,Medium Risk
STU02231,Imran Mirza,95.0,12.0,18.0,24.0,25.0,Pass,Low Risk
STU30982,Javeria Bajwa,84.0,15.0,10.0,11.0,16.0,Fail,Medium Risk
STU20422,Adnan Bhatti,91.0,20.0,20.0,30.0,28.0,Pass,Low Risk
STU07674,Imran Hameed,100.0,18.0,20.0,25.0,30.0,Pass,Low Risk
STU89381,Hassan Warraich,66.0,10.0,15.0,23.0,24.0,Pass,Medium Risk
STU76718,Yumna Warraich,79.0,17.0,20.0,25.0,23.0,Pass,Low Risk
STU78431,Amal Chandio,72.0,12.0,15.0,20.0,20.0,Pass,Medium Risk
STU65259,Kamran Nawaz,53.0,14.0,10.0,21.0,15.0,Pass,Medium Risk
STU54844,Noor Awan,98.0,17.0,15.0,30.0,26.0,Pass,Low Risk
STU39515,Fahad Durrani,64.0,13.0,11.0,18.0,13.0,Fail,Medium Risk
STU42033,Lubna Bajwa,80.0,6.0,1.0,0.0,0.0,Fail,High Risk
STU02704,Basit Cheema,84.0,16.0,17.0,15.0,19.0,Pass,Low Risk
STU91163,Warda Hameed,85.0,15.0,18.0,30.0,22.0,Pass,Low Risk
STU69754,Shoaib Ansari,75.0,15.0,18.0,25.0,30.0,Pass,Low Risk
STU78684,Quratulain Warraich,61.0,16.0,15.0,26.0,19.0,Pass,Low Risk
STU32178,Luqman Bhatti,62.0,7.0,14.0,13.0,13.0,Fail,Medium Risk
STU20231,Haris Nawaz,94.0,20.0,14.0,29.0,27.0,Pass,Low Risk
STU26702,Eman Saeed,84.0,11.0,15.0,19.0,20.0,Pass,Medium Risk
STU88591,Hira Hussain,53.0,13.0,15.0,27.0,23.0,Pass,Low Risk
STU69112,Wajeeha Baig,48.0,11.0,17.0,20.0,29.0,Pass,Medium Risk
STU45453,Waqar Waheed,57.0,9.0,10.0,15.0,18.0,Fail,Medium Risk
STU22537,Sundas Nawaz,54.0,12.0,14.0,20.0,16.0,Pass,Medium Risk
STU63779,Noman Mirza,59.0,15.0,14.0,25.0,18.0,Pass,Low Risk
STU58143,Danish Karim,50.0,13.0,11.0,19.0,19.0,Pass,Medium Risk
STU79317,Zainab Bhatti,55.0,14.0,12.0,21.0,14.0,Pass,Medium Risk
STU88103,Arslan Chandio,61.0,18.0,12.0,18.0,19.0,Pass,Medium Risk
STU30177,Raheel Yousafzai,71.0,17.0,20.0,24.0,27.0,Pass,Low Risk
STU24202,Ali Siddiqui,70.0,16.0,9.0,17.0,15.0,Pass,Medium Risk
STU97632,Mahnoor Warraich,53.0,8.0,12.0,13.0,14.0,Fail,High Risk
STU74817,Hina Rana,60.0,12.0,12.0,15.0,17.0,Pass,Medium Risk
STU94615,Rizwan Hashmi,82.0,14.0,11.0,24.0,22.0,Pass,Low Risk
STU87700,Aamir Awan,74.0,16.0,13.0,23.0,17.0,Pass,Low Risk
STU10264,Noman Ali,53.0,9.0,8.0,12.0,17.0,Fail,High Risk
STU22975,Ibrahim Abbasi,100.0,16.0,13.0,22.0,28.0,Pass,Low Risk
STU25481,Hassan Soomro,73.0,14.0,12.0,18.0,8.0,Fail,Medium Risk
STU70936,Ghulam Talpur,95.0,2.0,6.0,8.0,4.0,Fail,High Risk
STU21915,Iram Pervez,85.0,13.0,16.0,22.0,24.0,Pass,Low Risk
STU50757,Omar Sabir,60.0,12.0,13.0,28.0,17.0,Pass,Medium Risk
STU89790,Rabia Hussain,89.0,20.0,20.0,30.0,29.0,Pass,Low Risk
STU85717,Rimsha Ansari,45.0,9.0,11.0,13.0,19.0,Fail,High Risk
STU96948,Zainab Kiani,75.0,17.0,9.0,20.0,18.0,Pass,Medium Risk
STU24045,Imran Marwat,68.0,19.0,16.0,30.0,24.0,Pass,Low Risk
STU80520,Unknown Student,76.0,19.0,12.0,22.0,22.0,Pass,Low Risk
STU02239,Luqman Yousaf,88.0,14.0,14.0,23.0,22.0,Pass,Low Risk
